track,artist,release,streams
Here We Go (Uh Oh),Coco Jones,2024,3459469
Madrid City,Ana Mena,2023,64860954
Bring It on Home to Me,Sam Cooke,2024,293683495
Ropa Cara,Camilo,2021,185362995
Straightenin,Migos,2021,135665686
Bring Me To Life,Evanescence,2003,1129346989
Espectacular,Sky Rompiendo,2024,29254420
Me Gusta,Shakira,2020,353815769
Middle,DJ Snake,2015,1068023888
Ron Artest,Babyface Ray,2023,63725545
El Patito Juan,Biper Y Sus Amigos,2004,29422741
Different 'Round Here,Riley Green,2023,74806048
Jumpshot,Dawin,2016,71345247
Mockingbird,Eminem,2004,1680919413
Drift Night,Alfianie,2022,218621
Asesina,Brytiago,2018,362670547
Jennifer's Body,Ken Carson,2023,53163000
In Da Club,50 Cent,2011,10163724
bread & butter,Gunna,2023,50098085
Smile (with The Weeknd),Juice WRLD,2020,463970393
XXL,UZI,2022,70664645
Yes or No,Jung Kook,2023,167384917
Entrapreneur,Central Cee,2023,27850857
Show Me How,Men I Trust,2018,466462034
Pour It Up,Rihanna,2012,417616725
MONEY AND VIBES,Nemzzz,2023,35900099
Love Is Gone - Acoustic,SLANDER,2019,486647778
Por las Noches (Remix),Peso Pluma,2023,129370457
TABU.,Yung Yury,2023,110533607
Toxic,YG,2022,36861625
"Hua Main (From ""ANIMAL"")",Raghav Chaitanya,2023,97393603
Patadas de Ahogado / LATIN MAFIA - Rework,HUGEL,2024,30377279
Solid (feat. Drake),Young Stoner Life,2021,277393068
Joro,Wizkid,2019,117819788
House Of Lies,Ikka,2024,5200791
Stop Breathing,Playboi Carti,2020,178750521
The Rapture Pt.III,&ME,2023,34601626
all the good girls go to hell,Billie Eilish,2019,640099263
Hate You,Jung Kook,2023,104618147
Spell,SEVENTEEN,2024,9866591
Chase It (Mmm Da Da Da),Bebe Rexha,2024,6958248
So Fine,Realest Cram,2023,52265945
Father Stretch My Hands Pt. 1,Kanye West,2016,1102322992
505,Arctic Monkeys,2007,1660504577
Banco do Carona,Mc Don Juan,2023,71078859
DISCOTEKA (feat. Locura Mix),The La Planta,2023,89073254
thanK you aIMee,Taylor Swift,2024,65809859
I Get The Bag (feat. Migos),Gucci Mane,2017,554022596
Terre Pyaar Mein,Himesh Reshammiya,2021,7762464
Colors,Black Pumas,2019,215492373
Lifetime,Tobiahs,2024,33401958
Numero Uno,Dan-E-MC,2022,1224
What's My Name?,Rihanna,2010,520418822
Flowers,Lauren Spencer Smith,2022,260183209
Nikle Currant,Jassie Gill,2018,38630486
Stir Fry,Migos,2017,680431508
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2020,390498074
Pollito Amarillito,Gallina Pintadita,2015,36465157
7 Summers,Morgan Wallen,2020,433429705
Lollipop - Remix,Darell,2024,50761385
Wrong,Luh Kel,2019,279660513
You're Somebody Else,flora cash,2017,473059298
River,Miley Cyrus,2023,132653623
Extssy Model,Junior H,2022,293017219
Formula,Labrinth,2019,836491531
Nada,Cazzu,2019,204337911
Ashes,Stellar,2020,286057865
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix",Jack Harlow,2020,742255774
Heyy,Lil Baby,2022,66617153
Que Va,Alex Sensation,2017,398779586
sonnenbank.mp3,YAKARY,2023,61127558
Rampampam,Minelli,2021,123191456
WA DA DA,Kep1er,2022,172657413
Seven Nation Army,The White Stripes,2003,1657866786
AHHH HA,Lil Durk,2022,104411097
Do It Like That,TOMORROW X TOGETHER,2023,102643968
Nakhrewali,Prashant Nakti,2024,6740285
BEBECITA,Skolim,2024,115283
Enjoy Enjaami,Dhee,2021,44231951
Bezos I,Bo Burnham,2021,225256279
Where Have You Been,Rihanna,2011,699439249
Pelle Coat,Lil Durk,2023,25898720
22,JayO,2023,87001628
No Love,Summer Walker,2021,265040914
Piensan,Myke Towers,2019,387094388
Feels Like Summer,Childish Gambino,2018,315997441
Fly Away,Tones And I,2020,419557907
Don't,Bryson Tiller,2015,1281704427
Little Do You Know,Alex & Sierra,2014,732651478
Travesuras,Nicky Jam,2014,308811426
Mayor Que Usted,NATTI NATASHA,2022,120404381
ALCH SI,Carin Leon,2023,125938742
FARDOS,JC Reyes,2024,52585215
Martini,Dei V,2024,19104053
Favorite Song - Sped Up,Toosii,2023,11923405
Out Of My Hands,Future,2024,19420471
LOT OF ME,Lil Tecca,2021,318061543
Mil Veces,Anitta,2023,58594676
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),B Praak,2023,45306335
Members Only (feat. PARTYNEXTDOOR),Drake,2023,64168685
King's Dead (with Kendrick Lamar & Future),Jay Rock,2018,597167984
Aashiq Awaara (feat. Sunidhi Chauhan),Badshah,2018,2574126
Off The Record,IVE,2023,58048453
Gangstas,Pop Smoke,2020,234889039
Too Good,Drake,2016,1052473730
Alone,Rod Wave,2022,64562541
Veggie Dance - Remix,Gracie's Corner,2024,173242
One Up,Central Cee,2022,130784398
idfc,blackbear,2014,703008289
Revisando El Celu,HCTM,2022,8761
"Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,2023,46879854
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,2024,28870396
Only Girl (In The World),Rihanna,2010,1085436198
OTW,Khalid,2018,623201391
Who Needs Love,Trippie Redd,2019,238027193
We Laugh And Clap At The Circus,Surgeon,2023,37199
Hit Different,SZA,2020,254979267
Rubicon Drill,Laddi Chahal,2022,152564352
Un Cigarrillo,Chencho Corleone,2023,113402349
Birthday Sex,Jeremih,2009,481414844
Paradise,Sophie and the Giants,2023,31823450
Te Ire A Buscar,Santa Fe Klan,2019,305231016
DORA,FARIANA,2024,11328011
Better Place (From TROLLS Band Together),*NSYNC,2023,69041864
Spicy Margarita,Jason Derulo,2024,37640497
Cry,Cigarettes After Sex,2019,499764238
Tequila,Dan + Shay,2018,601987422
Energy,Digga D,2023,43078993
Rockstar (2020 Remaster),Nickelback,2020,537623170
Amorfoda,Bad Bunny,2018,3397421
Polaroid Love,ENHYPEN,2022,283455095
What A Man Gotta Do,Jonas Brothers,2020,505295731
Gyal You a Party Animal - Sped Up,Charly Black,2022,36044532
Do It Again,Pia Mia,2015,520407542
Di Mochkila,Oualid,2024,7506086
Lemon,Kenshi Yonezu,2018,194955459
Margiela,Ezhel,2023,66553836
Me and My Brother,5ive,2019,111894875
How To Love,Lil Wayne,2011,302419750
A Tu Manera,Junior H,2024,60248282
SNEAKERS,ITZY,2022,95952617
FLECHAZO EN EL CENTRO,YSY A,2023,116625807
LET THE WORLD BURN,Chris Grey,2024,35384383
Solar Eclipse,YoungBoy Never Broke Again,2018,99037719
Before You Go - Guitar Acoustic,Lewis Capaldi,2020,52223414
ASAP,NewJeans,2023,112730335
No Switch,YoungBoy Never Broke Again,2022,53849840
How Did It End?,Taylor Swift,2024,72634553
Vivencias,Kayz66,2024,11495032
Rude Boy (Superbowl Klean),DJ San,2023,121283
Heatin Up (feat. Gunna),Lil Baby,2020,198573138
Sleazy Flow (with Lil Baby) - Remix,SleazyWorld Go,2022,127742133
Run BTS,BTS,2022,439395056
Never Sleep (feat. Lil Baby),NAV,2022,130902100
Sugardaddy,Roxy Dekker,2024,33677357
In Your Eyes (feat. Alida),Robin Schulz,2020,335496248
Save Me (with Lainey Wilson),Jelly Roll,2023,95946720
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,2020,153213678
GO (feat. Juice WRLD),The Kid LAROI,2020,488253341
Backyard Boy,Claire Rosinkranz,2020,271235105
Bohemian Rhapsody,Queen,2009,2486908570
Back It up and Dump It (Dump Truck),GC Eternal,2013,10019831
"Salamin, Salamin",BINI,2024,58823260
Skyfall - Full Length,Adele,2012,694094195
Beautiful Girls,Sean Kingston,1998,178339925
Saawariya,Aastha Gill,2021,28805237
Mon amour,Slimane,2023,53969524
Fly high to cloud nine,Terry Flow,2022,752826
Rainfall,Tom Santa,2022,164856432
Por el Resto de Tu Vida,Christian Nodal,2023,199953495
Earth,Lil Dicky,2019,211158013
23 Preguntas,Anuel AA,2021,154250706
Souk,Samara,2024,1477559
Mi Gata,Standly,2021,141747648
Chillax,Farruko,2015,366268077
ROZE | DJ TAO Turreo Sessions #22,DJ Tao,2023,64143264
Bilmem Mi?,Sefo,2021,146709792
Tattoo - Remix with Camilo,Rauw Alejandro,2020,623875921
Ready For Love,BLACKPINK,2022,115237552
Tombstone,Rod Wave,2021,137924605
From the Start,Good Kid,2023,55080421
Pyramide,Werenoi,2024,38079739
Sobran Motivos,Conjunto Rienda Real,2023,145707423
Tacata (Remix),Tiagz,2023,100634965
Million Reasons,Lady Gaga,2016,825465124
Can't Have Mine,Dylan Scott,2022,98538888
What Else Can I Do?,Diane Guerrero,2021,186607065
Yankee 150,Yandel,2023,126879048
Yacht Club (feat. Juice WRLD),Lil Yachty,2018,296469547
The One That Got Away,Katy Perry,2010,921351898
La Romana,Bad Bunny,2018,410897040
Soltera - Remix,Lunay,2019,960753774
Fine Day Anthem,Skrillex,2023,50471076
Aking Pahinga - Sped Up Version,Dro Perez,2022,4671066
Big Jet Plane,Restricted,2022,104493081
The American Dream Is Killing Me,Green Day,2023,15336055
Sarah's Place (feat. Noah Kahan),Zach Bryan,2023,125267352
"Badass (From ""Leo"")",Anirudh Ravichander,2023,80886056
Fuga Pa Cali 2,Grupo Los de la O,2021,274559147
Pano,Zack Tabudlo,2021,261275106
All The Parties (feat. Chief Keef),Drake,2023,48556312
When I Was Your Man,Bruno Mars,2012,2106040891
Cruise,Florida Georgia Line,2012,455780340
Blood Sweat & Tears,BTS,2017,563366391
BAND4BAND,Central Cee,2024,86144467
All We Got (feat. KIDDO),Robin Schulz,2020,267459903
Sinceramente,Annalisa,2023,67967157
DOLA,ANGGA DERMAWAN,2024,4906976
Lie,NF,2017,582549538
Down In Atlanta,Pharrell Williams,2022,92424493
Experimento,Myke Towers,2021,228003109
Only,Nicki Minaj,2014,557775679
Ginseng Strip 2002,Yung Lean,2013,276992369
Good To Be,Mark Ambor,2023,81632951
My House,Flo Rida,2015,1069960318
Sun to Me,Zach Bryan,2022,307125680
Malicious Intentions,Pozer,2024,9034106
Hours In Silence,Drake,2022,147688885
Title,Meghan Trainor,2014,205312051
ID,Young Miko,2023,118689822
In My Head,Juice WRLD,2022,136878823
Bori,6ix9ine,2023,15856627
El Perdedor,Maluma,2016,783995
Baller,Shubh,2022,261975922
Remember That Night?,Sara Kays,2020,363510259
Hummingbird (Metro Boomin & James Blake),Metro Boomin,2023,88524099
Tigini (Remix),Kikimoteleba,2022,97902676
"? Isso Beb?, T? Certa!",Mc IG,2024,37218252
Sobredosis (feat. Ozuna),Romeo Santos,2017,433074753
Bound 2,Kanye West,2013,948562412
COULD BE WRONG,LOSTBOYJAY,2022,56645454
Night Away (Dance) (feat. Tion Wayne),A1 x J1,2022,148855365
Empire State Of Mind,JAY-Z,2009,1021647566
Paradise - Radio Edit,Coldplay,2011,1287292679
All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,2015,369947896
Starboy - Live,The Weeknd,2023,6231986
Bubalu,Becky G,2018,392308500
ESCAPE PLAN,Travis Scott,2021,200895335
TiK ToK,Kesha,2009,1204914998
"The Banjo Beat, Pt. 1",Ricky Desktop,2020,34096694
Sweet Venom,ENHYPEN,2023,88814008
I KNOW ?,Travis Scott,2024,531292995
Blinding Lights,xSyborg,2021,4261328190
Feel This Moment,Pitbull,2009,687212492
Ocean Drive,Duke Dumont,2015,624262344
Love Story,Disco Lines,2020,18566967
Feel Special,TWICE,2019,361382812
Goin Baby,DaBaby,2019,225260644
Stay With Me,Calvin Harris,2022,142927322
Famous Friends,Chris Young,2020,177734775
To the Bone,Pamungkas,2019,442614126
Turn Me On (feat. Vula),Riton,2019,399276193
Alkool,Melinda Ademi,2024,1761843
Come Through (feat. Chris Brown),H.E.R.,2021,172986367
Pretty Girls,Frenna,2024,28452972
In This Darkness,Clara La San,2023,138987928
Gangsta's Paradise (feat. L.V.),Coolio,2012,1666699743
Mama (with Skilla Baby & Tay B),Rob49,2023,15885603
"I'm A Star - From ""Wish""",Wish - Cast,2023,15085389
Sundress,A$AP Rocky,2018,595930584
But I Got A Beer In My Hand,Luke Bryan,2023,36475819
No Friends In The Industry,Drake,2021,219008713
Lahore Brand,Mazhar Rahi,2022,49081
Clouded,Brent Faiyaz,2020,556176640
Mua!,Barracca Republic,2021,3739
Day 'N' Nite (nightmare),Kid Cudi,2009,836986096
Shootout,Izzamuzzic,2022,130356067
La kiffance,Naps,2021,224163089
Tak Ingin Usai,Keisya Levronka,2022,265767551
Gimme Love,Joji,2020,379518360
Body,Russ Millions,2021,139377440
VOID,Melanie Martinez,2023,121386649
Lose It,Through Fire,2023,301362
Mercury: Retrograde,Ghostemane,2017,333141510
"Love You, Miss You, Mean It",Luke Bryan,2024,8943283
Last Night Lonely,Jon Pardi,2022,134725621
MONEY ON THE DASH - SPED UP,Elley Duh?,2023,179176296
breathin,Ariana Grande,2018,633631183
Every Night,Jungle,2023,5503365
Cracker Island (feat. Thundercat),Gorillaz,2022,98108741
i'm so tired...,Lauv,2019,885986482
Gata Only (Remix),FloyyMenor,2024,3870862
redrum,21 Savage,2024,428233003
Smoke Gets in Your Eyes,The Platters,2024,106782384
so american,Olivia Rodrigo,2024,76917797
Bus 11 - John Falke Remix,Colouour,2023,9897
Love Galore,SZA,2017,817054014
Takeaway,The Chainsmokers,2019,630875899
Needed Me,Rihanna,2016,1483572312
NUMB,XXXTENTACION,2018,510136819
Halo,Beyonc?,2008,1556326643
Body (feat. Cash Cobain),A Boogie Wit da Hoodie,2024,5758887
Aquel Nap ZzZz,Rauw Alejandro,2021,231298627
Talk My Shit,BossMan Dlow,2024,24834118
Besos En Guerra,Morat,2017,584357975
Tucson Too Late,Jordan Davis,2023,60355607
SWIPE,ALYPH,2022,12383314
The Scientist,Coldplay,2002,1903413912
Butter Pecan,YNW Melly,2018,101094621
Back to the Beat,DJ TikTok,2020,539984
DEUTSCHLAND,Rammstein,2019,460008347
Fazendinha,Mundo Bita,2014,65098757
SHOOTING STAR,XG,2023,125943110
Te Felicito,Gerardo Coronel,2022,137113129
Ruper Jadu,Alvee,2022,551388
Uff Mi Amor,Lauty Gram,2022,18611163
Kill Bill,SZA,2023,1873746537
ALMAS GEMELAS,Myke Towers,2021,247133830
"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,2022,185316307
vice city,XXXTENTACION,2022,111369377
Your Heart Or Mine,Jon Pardi,2022,129531779
Alors on danse,Stromae,2009,676325288
LosT,Bring Me The Horizon,2023,96922687
Check It Out,Parmish Verma,2023,99237146
SOLO,JENNIE,2018,622229689
Good For You,Selena Gomez,2015,701552110
Jefe,Ninho,2021,154120297
Vamp Anthem,Playboi Carti,2020,291244404
Small Town Boy,Dustin Lynch,2017,333982743
do re mi,blackbear,2017,619655619
"You're Gonna Go Far, Kid",The Offspring,2008,968810827
Plug Walk,Rich The Kid,2018,653490628
RON COLA,Rauw Alejandro,2022,143542362
Hide Away,Daya,2015,493444344
Unsteady,X Ambassadors,2014,663939688
Fall in Love with You.,Montell Fish,2021,342872540
Chamber Of Reflection,Mac DeMarco,2014,728140057
Watermelon Moonshine,Lainey Wilson,2022,129635815
Tighten Up,The Black Keys,2020,248857241
Me Porto Bonito,Renzo Pianciola,2022,1797039538
CAN'T SAY,Travis Scott,2018,601202311
Pursuit Of Happiness (nightmare),Kid Cudi,2009,789300127
Sprinter,Central ce,2023,675375297
Do What I Want,Lil Uzi Vert,2016,255776823
There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,2023,19690183
Mercy,Kanye West,2012,396015053
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,2024,44619695
Hero,Alan Walker,2023,76323780
Param Pom,TAIRA,2022,20855
JAGERMEISTER,Ice Beats Slide,2022,8434856
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2018,370693139
Over the Rainbow,Israel Kamakawiwo'ole,2001,399145178
Losin Control,Russ,2016,703411626
Onana,Jey One,2023,57239767
Daechwita,Agust D,2020,313507248
Como Si No Importara,Emilia,2021,232985667
Supernova,SAIKO,2023,125451295
Rags2Riches (feat. ATR Son Son),Rod Wave,2020,164542767
Fast Car,Jonas Blue,2015,1145882592
Quickie,Moneybagg Yo,2022,56051407
Vultures,?$,2023,45816040
MY HOUSE,Beyonc?,2023,45238166
The Thin Grey Line,$uicideboy$,2024,13289346
Alo,corwinn,2024,29938396
Fear Of Heights,Drake,2023,65870686
Desde Mis Ojos - Remix,Chris Lebron,2022,128669257
Bam Lagatar,Khushi Kakkar,2024,41745
Who Is Your Guy? - Remix,Spyro,2023,21134265
Rover,KAI,2023,144026886
From The Start,Laufey,2023,367151355
Slimed In,Future,2024,28767834
Gentleman,PSY,2013,119666188
SUGAR,BROCKHAMPTON,2019,507842421
Everybody Talks,Neon Trees,2011,836267192
OKLOSER,Doja Cat,2024,20814043
Pump It Up,Endor,2019,352268839
Standing Room Only,Tim McGraw,2023,31705548
Back To Back (feat. Future),Nardo Wick,2024,7615489
Shotta Flow,NLE Choppa,2019,257646451
Baddest,Yung Bleu,2021,58539080
Cigarettes,Juice WRLD,2021,233582276
bad,wave to earth,2023,140228805
ISABELLE,Sefo,2022,90838757
Cure For Me,AURORA,2021,164125901
Pistoleta,Olexesh,2024,24652626
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,2017,669703929
Deep in the Water,Don Toliver,2024,23798578
Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,2023,68598656
A Mimir En El Chat,Dejavu FF,2024,288153
Temporary pyar,Kaka,2021,38264355
AA,Walker Hayes,2021,80899019
Phir Bhi Tumko Chaahunga,Mithoon,2017,82758005
Passinho Debochado,Dan Ventura,2021,68273832
Go Hard,Lil Baby,2023,70601620
La La La (Brazil 2014),Shakira,2014,125560682
i'm yours sped up,Isabel LaRosa,2022,223341848
"Ruaan (From ""Tiger 3"")",Pritam,2023,25820250
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,2021,392730501
God of Music,SEVENTEEN,2023,64530857
Embarrassed (feat. Travis Scott),Don Toliver,2023,96288883
Carrying Your Love,David Morris,2022,33278200
Tipo Hollywood,Mc Ws da leste,2023,100530093
Oye,LuckReaper,2024,47151307
She Don't Give a Fo,Duki,2017,500565437
MODELITO,Mora,2022,216298810
Would You (go to bed with me?),Campbell,2023,73821370
Easy,DaniLeigh,2018,41808541
UNTOUCHABLE,ITZY,2024,41904754
Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,2022,2347433
YOSEMITE,Travis Scott,2018,646744185
Demasiadas Mujeres,C. Tangana,2020,417168757
T-Shirt,Migos,2017,476546062
Pretty Savage,BLACKPINK,2020,435823355
"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,2021,149351877
Feel So Close - Radio Edit,Calvin Harris,2011,991382346
Got What I Got,Jason Aldean,2019,184488165
Instant Crush (feat. Julian Casablancas),Daft Punk,2013,587054803
Young,Vacations,2016,597591280
"Genius (feat. Sia, Diplo, and Labrinth)",Sia,2018,563680273
Holy Ghost,Omah Lay,2023,61390970
red sky,21 Savage,2024,38445811
Puntos Suspensivos,Piso 21,2018,405331822
Taboo,Don Omar,2010,210904340
MALA SANTA,Becky G,2019,189969086
She Make It Clap,Soulja Boy,2021,87813373
Who I Am,Alan Walker,2024,36474848
Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Jamie Llewellyn,2013,240712
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,2020,173193166
02.02.99,That Mexican OT,2024,38388843
A LA ORDEN,Santa Fe Klan,2024,4453194
Speechless (Full),Naomi Scott,2019,304588030
Big Gangsta,Kevin Gates,2019,199248929
Renegades,X Ambassadors,2015,785571181
Snow (Hey Oh),Red Hot Chili Peppers,2006,1070374387
People (feat. Ayra Starr & Omah Lay),Libianca,2023,92719593
Mirror,Lil Wayne,2011,531877344
Loca - Remix,KHEA,2018,376842137
Cuando La Vida Sea Trago,Carin Leon,2024,17237503
Ocean (feat. Khalid),Martin Garrix,2018,529175442
life gets hard,iilliaa,2023,36157546
Por Clave el 13,Betillo Guerrero,2022,92981184
Cold Heart (Claptone Remix),Elton John,2021,39941762
You should be sad,Halsey,2019,557921212
Train Wreck,James Arthur,2016,803983295
Show of Hands,Future,2024,19215365
Dancing Feet (feat. DNCE),Kygo,2022,194708224
"Ranjha (From ""Shershaah"")",Jasleen Royal,2021,380785241
7 Minute Drill,J. Cole,2024,15948344
Bounce Back,Big Sean,2016,711322702
Sing Me to Sleep,Alan Walker,2016,381501023
Fadeaway,BCD Studio,2021,3711
Never Last,Lil Tecca,2024,9126485
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,2023,176970541
Super Bass,Nicki Minaj,2010,855080751
Ex's & Oh's,Elle King,2014,501915477
Boys,Charli xcx,2017,180051347
Chorei na Vaquejada,Eric Land,2023,120491749
Zarzour,Lartiste,2023,31038318
Ella,Junior H,2019,404073512
REPEAT IT,Lil Tecca,2021,176048317
Teri Aankhon Mein,Darshan Raval,2020,68139013
Way Back Home,SHAUN,2018,211581810
NDA,Billie Eilish,2021,333792226
Casper,Takeoff,2018,234838690
Cry Baby (feat. DaBaby),Megan Thee Stallion,2020,208151054
Cumbia Buena,Grupo la Cumbia,2020,35324338
Happy Birthday,YolyBoy,2021,1761
8 Raflaan (feat. Gurlez Akhtar),Mankirt Aulakh,2021,22697447
DFMU,Ella Mai,2022,59929910
Slippery (feat. Gucci Mane),Migos,2017,599318070
Woo Baby (feat. Chris Brown),Pop Smoke,2021,156697759
Haegeum,Agust D,2023,285039741
Sisa Rasa,Mahalini,2021,277051326
Don't Rush (feat. Headie One),Young T & Bugsey,2019,209328795
The Heart Part 5,Kendrick Lamar,2022,89806639
A Ella,KAROL G,2017,365062854
Nachts wach,Miksu / Macloud,2022,128484709
Superpowers,Daniel Caesar,2023,112162450
Who's Laughing Now,Ava Max,2020,218674366
Smells Like Teen Spirit,Nirvana,1991,2021910364
2 Million Up,Peezy,2022,59038013
In the morning,ITZY,2021,205110323
Such a Whore (Stellular Remix),JVLA,2020,231981539
Medusa,Jhay Cortez,2020,234126191
SEJODIOTO,KAROL G,2021,350738636
Luminary,Joel Sunny,2023,46714864
Welcome To The Party,Pop Smoke,2019,265520736
All Night Longer,seyhqnsert,2024,97901971
ARRANCARMELO,WOS,2022,223426639
Uno,Ambjaay,2019,128411645
Country Girl (Shake It For Me),Luke Bryan,2011,464203349
"Dawai (From ""Air Mata Di Ujung Sajadah"")",Fadhilah Intan,2023,36975805
The Greatest Show,Hugh Jackman,2017,552343934
Cake By The Ocean - Cover,MUSIC LAB JPN,2023,1615456412
Stupid Love,Lady Gaga,2020,377746254
ATM,Nemzzz,2024,6184259
Di Que Si,Grupo Marca Registrada,2023,278308556
Doin' Time,Lana Del Rey,2019,680707791
Come & Get It,Selena Gomez,2013,412118303
Por Fin Te Encontr?,Cali Y El Dandee,2015,395303355
I.F.L.Y.,Bazzi,2019,593718503
Crazy Story,King Von,2019,261230912
CARNAL,Peso Pluma,2023,148341816
AirBnb,ian,2024,3970523
Queen of Mean,Sarah Jeffery,2019,118934988
Minefields,Faouzia,2020,160979905
my future,Billie Eilish,2020,461892532
The Way I Are,Timbaland,2007,858734232
God is a woman,Ariana Grande,2018,1064927546
SNAP - High and Fast,Rosa Linn,2022,138349331
"Tu Juliet Jatt Di ( From ""Jatt & Juliet 3"")",Diljit Dosanjh,2024,1633647
When I Grow Up,NF,2019,353038338
Pa Mi,Dalex,2018,50739695
Tera Fitoor,Arijit Singh,2018,108748134
Traicionera,Sebastian Yatra,2016,650511999
Already Dead,Juice WRLD,2021,229232959
Kokomo,The Beach Boys,2022,271362772
Cham Cham,Meet Bros.,2016,21092086
You,Willy Paul,2022,330280
What's Love Got to Do with It,Kygo,2020,256297608
Delilah (pull me out of this),Fred again..,2022,172321571
Outside Today,YoungBoy Never Broke Again,2018,347754650
Don't You Worry Child - Radio Edit,Swedish House Mafia,2012,1088273121
Focus,Ariana Grande,2015,315697428
Fuentes de Ortiz,Ed Maverick,2018,583209382
NASTY,Russ,2023,23388367
Mama's Boy,Dominic Fike,2023,122999909
Welcome To Brixton,SR,2020,211596324
DArkSide,Bring Me The Horizon,2023,63083021
MEMORIES!,347aidan,2021,225962467
Morado,J Balvin,2020,485274842
The Hillbillies,Baby Keem,2023,59629684
Asesina - Remix,Brytiago,2018,285851797
Braten,Steps,2022,242231
Daylight,Harry Styles,2022,377242486
Happiest Year,Jaymes Young,2017,472408276
"Jaragandi (From ""Game Changer"") (Telugu)",Thaman S,2024,3754914
For the Last Time,$uicideboy$,2017,305049963
Dil Meri Na Sune,Atif Aslam,2018,52282360
Grace (feat. 42 Dugg),Lil Baby,2020,189972685
Nashe Si Chadh Gayi,Arijit Singh,2016,145467020
